300_50_1,228914,2.0575406551361084,513379,55.4103 
300_50_2,15162,0.9035866260528564,105543,85.6343 
300_50_3,700342,2.6618812084198,875788,20.0329 
300_50_4,106030,1.6994237899780273,307124,65.4765 
300_50_5,476172,3.384658098220825,727820,34.5756 
300_50_6,529457,10.783674478530884,734053,27.8721 
300_50_7,3822,0.8114936351776123,43595,91.2329 
300_50_8,557901,9.92809271812439,767977,27.3545 
300_50_9,537579,9.459252119064331,761351,29.3914 
300_50_10,898959,3.0506699085235596,996070,9.7494 
300_25_1,4595,6.803182601928711,29140,84.2313 
300_25_2,172629,2.5156524181365967,281990,38.7819 
300_25_4,357122,2.879425525665283,444759,19.7044 
300_25_5,1114,0.6662213802337646,14988,92.5674 
300_25_6,144246,2.121845006942749,269782,46.5324 
300_25_7,421094,2.996154308319092,485263,13.2236 
300_25_8,681,0.6024277210235596,9343,92.7111 
300_25_9,123737,2.1396851539611816,250761,50.6554 
300_25_10,289504,2.81272292137146,383377,24.4858 
200_100_1,894637,2.9711716175079346,937149,4.5363 
200_100_2,71968,0.5492861270904541,303058,76.2527 
200_100_3,2933,0.3153815269470215,29367,90.0126 
200_100_4,16521,0.39504289627075195,100838,83.6163 
200_100_5,656932,1.0122101306915283,786635,16.4883 
200_100_6,4932,0.37800097465515137,41171,88.0207 
200_100_7,499595,3.0459821224212646,701094,28.7407 
200_100_8,661026,1.0492839813232422,782443,15.5177 
200_100_9,382989,0.954364538192749,628992,39.1107 
200_100_10,143578,2.6947526931762695,378442,62.0608 
